iq,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,cgpa_bucket,has_internship,academic_score,skill_score
120,8.77,9.22,6,No,7,1,5,high,0,7.108,13
97,6.19,6.62,1,No,3,8,5,medium,0,3.0760000000000005,16
90,8.69,8.85,9,No,8,9,5,high,0,8.876,22
113,8.99,8.5,9,Yes,7,4,4,high,1,8.995999999999999,15
101,6.24,6.14,9,No,0,5,0,medium,0,7.896,5
102,8.58,8.99,6,No,9,4,1,high,0,7.032,14
87,9.06,9.45,6,Yes,4,4,3,high,1,7.224,11
74,6.79,6.48,4,Yes,8,3,0,medium,1,5.116,11
103,5.84,5.74,8,No,7,10,1,low,0,7.135999999999999,18
113,5.46,5.8,9,Yes,0,4,0,low,1,7.584,4
96,7.88,7.96,7,No,5,9,3,high,0,7.352,17
121,9.89,10.24,7,Yes,10,7,2,,1,8.156,19
89,9.11,9.44,2,No,5,6,2,high,0,4.844,13
84,7.18,7.59,2,Yes,1,9,3,high,1,4.072,13
98,7.68,7.3,10,Yes,10,2,1,medium,1,9.072,13
98,6.4,6.05,2,Yes,1,4,4,medium,1,3.7600000000000007,9
111,5.82,5.4,4,No,0,9,0,low,0,4.728,9
88,7.41,7.85,9,No,5,8,4,high,0,8.364,17
120,7.32,7.3,5,No,8,1,0,medium,0,5.928000000000001,9
129,7.61,7.17,2,No,7,9,4,medium,0,4.244000000000001,20
99,9.76,9.58,4,No,4,10,0,high,0,6.304,14
118,8.02,7.87,7,No,7,2,2,high,0,7.408,11
84,8.03,8.34,5,Yes,1,1,0,high,1,6.212,2
116,5.64,5.88,8,No,10,2,0,low,0,7.055999999999999,12
115,9.98,10.17,1,Yes,5,10,3,,1,4.5920000000000005,18
112,8.86,8.38,5,Yes,1,6,3,high,1,6.5440000000000005,10
99,9.39,9.8,4,Yes,7,2,0,high,1,6.156000000000001,9
55,7.07,6.79,3,Yes,1,1,0,medium,1,4.628,2
90,7.51,7.64,7,No,4,5,1,high,0,7.204000000000001,10
90,7.61,7.17,10,No,6,2,2,medium,0,9.044,10
85,5.97,5.55,1,No,6,4,0,low,0,2.988,10
101,8.45,7.96,6,No,3,8,0,high,0,6.9799999999999995,11
93,9.51,9.58,8,No,7,10,2,high,0,8.604,19
87,5.82,5.95,2,Yes,6,6,1,low,1,3.5280000000000005,13
84,5.43,4.98,6,No,9,8,5,low,0,5.772,22
89,8.69,8.48,1,Yes,4,5,3,high,1,4.076,12
116,6.37,6.72,6,No,3,2,3,medium,0,6.148,8
90,8.12,7.72,6,No,1,1,2,high,0,6.847999999999999,4
92,8.48,8.2,5,Yes,1,8,0,high,1,6.392,9
93,6.61,6.53,7,Yes,3,1,5,medium,1,6.844,9
105,9.08,9.42,5,No,7,10,3,high,0,6.632,20
106,7.75,7.5,8,No,10,9,0,medium,0,7.9,19
54,9.34,9.84,2,No,5,4,4,high,0,4.936,13
115,8.82,8.68,6,No,8,6,0,high,0,7.128,14
121,9.34,9.23,5,No,1,6,3,high,0,6.736000000000001,10
84,5.1,4.72,10,No,6,3,0,low,0,8.04,9
85,6.22,6.4,2,Yes,0,1,5,medium,1,3.6879999999999997,6
93,5.45,5.19,7,No,1,6,0,low,0,6.380000000000001,7
88,7.21,7.34,4,Yes,10,10,5,medium,1,5.284000000000001,25
103,9.45,9.17,6,No,8,5,1,high,0,7.379999999999999,14
70,7.34,7.23,5,No,7,4,1,medium,0,5.936,12
83,9.25,9.61,4,No,8,9,5,high,0,6.1,22
123,6.64,6.88,2,Yes,6,4,0,medium,1,3.856,10
86,6.7,6.35,7,No,9,1,2,medium,0,6.880000000000001,12
118,9.48,9.59,5,Yes,10,10,2,high,1,6.792,22
105,7.13,7.26,3,No,8,6,2,medium,0,4.652,16
72,8.95,8.54,6,No,3,7,2,high,0,7.18,12
109,6.18,6.15,8,No,2,1,3,medium,0,7.272,6
98,9.74,9.5,10,Yes,3,9,2,high,1,9.896,14
93,7.87,7.84,10,No,4,10,3,high,0,9.148,17
103,8.8,9.08,2,Yes,9,2,2,high,1,4.720000000000001,13
107,5.45,5.11,10,Yes,3,7,5,low,1,8.18,15
110,7.46,7.08,4,No,3,8,0,medium,0,5.384,11
117,9.51,9.28,3,Yes,6,8,5,high,1,5.604,19
106,9.39,9.84,7,Yes,3,1,2,high,1,7.956,6
79,5.23,5.48,10,Yes,3,10,0,low,1,8.092,13
92,6.52,6.04,8,No,8,1,5,medium,0,7.4079999999999995,14
144,7.22,7.12,8,No,8,10,0,medium,0,7.688,18
110,5.86,5.62,4,Yes,4,4,5,low,1,4.744,13
135,8.65,8.79,10,Yes,8,2,1,high,1,9.46,11
120,5.92,5.88,2,No,10,10,5,low,0,3.5679999999999996,25
103,6.73,7.19,6,No,1,4,5,medium,0,6.292,10
104,8.32,8.04,3,Yes,4,6,4,high,1,5.128,14
99,7.41,7.5,8,No,10,3,5,medium,0,7.764,18
73,8.69,8.89,3,No,6,10,4,high,0,5.276,20
100,9.81,10.14,2,No,7,3,5,,0,5.1240000000000006,15
118,5.58,5.49,9,Yes,4,1,0,low,1,7.632,5
91,8.55,8.74,9,No,8,5,5,high,0,8.82,18
106,6.15,5.95,9,Yes,10,7,4,low,1,7.859999999999999,21
112,7.07,7.01,3,Yes,2,6,4,medium,1,4.628,12
86,5.16,5.56,2,Yes,7,4,2,low,1,3.2640000000000002,13
93,5.68,6.13,4,No,10,6,4,medium,0,4.672,20
84,6.6,6.82,2,No,8,3,4,medium,0,3.84,15
87,6.71,6.58,8,No,6,3,4,medium,0,7.484,13
80,9.5,9.82,10,No,4,7,5,high,0,9.8,16
86,8.71,8.24,1,No,8,9,1,high,0,4.0840000000000005,18
121,9.86,9.46,2,No,10,1,4,high,0,5.144,15
86,8.0,8.16,6,Yes,7,4,2,high,1,6.8,13
101,6.21,6.0,9,Yes,7,10,3,low,1,7.8839999999999995,20
92,6.64,7.09,10,Yes,5,5,1,medium,1,8.656,11
117,6.6,6.54,5,Yes,1,2,2,medium,1,5.640000000000001,5
119,6.63,6.56,5,No,3,10,0,medium,0,5.652,13
112,8.36,8.54,3,No,0,3,2,high,0,5.144,5
104,7.65,7.92,8,No,9,5,3,high,0,7.86,17
96,6.93,6.91,6,No,4,8,1,medium,0,6.372,13
82,5.75,5.46,10,No,9,3,3,low,0,8.3,15
129,5.11,5.38,2,No,0,3,5,low,0,3.2439999999999998,8
88,6.09,5.91,5,Yes,5,6,0,low,1,5.436,11
109,5.54,5.22,4,Yes,9,8,0,low,1,4.616,17
115,8.93,9.06,10,Yes,7,1,5,high,1,9.572,13
91,5.56,5.15,9,No,9,7,0,low,0,7.623999999999999,16
115,8.62,9.09,4,No,0,7,5,high,0,5.848,12
111,6.93,7.06,8,No,5,3,5,medium,0,7.572,13
125,5.37,5.86,1,No,3,3,5,low,0,2.748,11
92,9.06,8.9,5,No,8,9,2,high,0,6.6240000000000006,19
80,7.9,8.37,9,Yes,7,10,2,high,1,8.559999999999999,19
92,6.18,5.83,3,No,3,1,4,low,0,4.272,8
103,9.47,9.01,6,No,10,1,0,high,0,7.388,11
100,5.23,4.76,10,Yes,10,2,3,low,1,8.092,15
94,6.01,5.97,6,Yes,1,6,0,low,1,6.004,7
71,8.76,8.34,6,No,5,8,1,high,0,7.103999999999999,14
107,8.55,8.56,4,Yes,2,10,2,high,1,5.82,14
129,6.45,6.28,7,No,0,1,0,medium,0,6.78,1
106,5.31,5.15,3,No,10,1,4,low,0,3.924,15
109,9.29,9.43,6,Yes,6,2,0,high,1,7.315999999999999,8
108,6.57,6.23,10,No,3,7,4,medium,0,8.628,14
105,5.98,6.25,5,No,8,4,2,medium,0,5.392,14
113,7.58,7.66,3,Yes,9,1,2,high,1,4.832,12
105,9.55,9.96,2,No,9,8,4,high,0,5.0200000000000005,21
95,5.22,5.08,1,No,10,4,5,low,0,2.688,19
88,8.83,9.31,8,No,10,7,1,high,0,8.332,18
96,7.86,7.94,1,No,10,8,5,high,0,3.744,23
104,7.13,7.6,5,Yes,2,1,5,high,1,5.852,8
95,8.72,8.25,5,No,9,2,2,high,0,6.488,13
104,9.83,10.06,1,Yes,9,2,4,,1,4.532,15
106,6.15,6.47,9,Yes,9,5,2,medium,1,7.859999999999999,16
112,5.72,5.27,5,No,0,5,0,low,0,5.288,5
119,9.56,9.64,9,Yes,1,6,3,high,1,9.224,10
101,8.34,8.64,6,Yes,3,2,1,high,1,6.936,6
80,7.19,7.25,7,No,10,8,3,medium,0,7.0760000000000005,21
94,7.87,7.43,7,No,6,1,1,medium,0,7.348000000000001,8
100,8.73,8.92,2,Yes,7,9,0,high,1,4.692,16
72,8.87,8.43,5,No,3,5,4,high,0,6.548,12
120,9.6,9.92,2,Yes,2,10,5,high,1,5.04,17
102,7.13,6.67,4,No,9,8,4,medium,0,5.252000000000001,21
105,6.47,6.11,3,No,8,8,4,medium,0,4.388,20
120,8.2,7.98,6,No,7,2,0,high,0,6.879999999999999,9
90,7.08,7.21,5,No,5,9,5,medium,0,5.832000000000001,19
108,7.97,8.45,1,Yes,8,6,3,high,1,3.7880000000000003,17
98,7.1,6.72,2,Yes,7,3,2,medium,1,4.04,12
97,5.76,5.4,7,No,6,1,5,low,0,6.504,12
88,7.35,7.22,9,No,5,9,5,medium,0,8.34,19
124,8.45,8.79,1,No,9,3,4,high,0,3.98,16
94,9.0,8.97,4,No,2,1,2,high,0,6.0,5
110,7.47,7.29,3,Yes,10,5,3,medium,1,4.788,18
71,5.83,5.89,5,No,5,8,2,low,0,5.332000000000001,15
117,7.07,6.83,5,No,3,7,2,medium,0,5.828,12
115,8.93,8.83,10,Yes,4,5,5,high,1,9.572,14
101,7.06,6.89,10,No,6,2,2,medium,0,8.824,10
96,8.48,8.78,2,No,6,2,0,high,0,4.5920000000000005,8
106,7.54,7.96,5,No,8,3,3,high,0,6.016,14
134,6.21,6.47,4,No,8,6,2,medium,0,4.884,16
73,8.98,8.92,1,No,5,4,4,high,0,4.192,13
111,5.42,5.42,1,No,5,9,4,low,0,2.7680000000000002,18
86,7.62,7.25,1,Yes,1,3,5,medium,1,3.648,9
99,6.04,6.29,8,No,7,6,3,medium,0,7.216,16
96,5.34,5.44,3,No,2,4,5,low,0,3.936,11
93,7.51,7.91,9,No,0,1,0,high,0,8.404,1
99,7.5,7.2,10,Yes,3,1,2,medium,1,9.0,6
82,8.53,8.79,2,No,4,8,0,high,0,4.612,12
115,8.72,8.9,9,No,2,3,3,high,0,8.888,8
73,8.64,8.41,9,No,6,2,1,high,0,8.856,9
108,7.05,7.22,4,Yes,10,1,4,medium,1,5.220000000000001,15
95,8.16,8.58,4,No,4,8,2,high,0,5.664,14
82,7.88,8.3,4,No,10,9,2,high,0,5.552,21
103,7.11,7.33,1,No,9,1,3,medium,0,3.4440000000000004,13
76,7.99,7.54,5,Yes,4,8,3,high,1,6.196,15
100,9.74,10.11,6,No,5,1,5,,0,7.496,11
78,5.96,6.12,4,No,10,10,5,medium,0,4.784,25
106,9.53,9.34,8,Yes,10,2,5,high,1,8.612,17
86,5.27,4.96,3,Yes,5,1,0,low,1,3.908,6
93,6.54,6.16,9,No,8,2,5,medium,0,8.016,15
104,6.44,5.99,7,No,2,2,4,low,0,6.776000000000001,8
88,8.13,8.38,8,Yes,7,5,0,high,1,8.052,12
99,5.66,5.4,7,No,10,10,3,low,0,6.464,23
77,9.41,8.93,9,No,6,3,4,high,0,9.164,13
109,9.14,9.04,2,No,8,1,3,high,0,4.856000000000001,12
126,8.26,8.24,4,No,4,10,5,high,0,5.704000000000001,19
141,7.29,6.96,2,No,6,2,0,medium,0,4.1160000000000005,8
101,9.66,9.2,8,No,7,4,5,high,0,8.664,16
111,9.15,8.84,2,No,8,7,0,high,0,4.86,15
73,7.5,7.68,8,No,7,1,0,high,0,7.8,8
122,8.51,8.09,6,No,1,5,1,high,0,7.004,7
111,7.83,7.89,7,No,10,2,0,high,0,7.332000000000001,12
92,7.94,7.59,6,No,5,8,2,high,0,6.776,15
118,6.65,6.35,9,No,3,2,0,medium,0,8.059999999999999,5
96,7.31,7.2,4,Yes,3,4,5,medium,1,5.324,12
93,5.39,4.99,1,Yes,8,6,3,low,1,2.7560000000000002,17
107,6.79,6.46,9,No,6,9,5,medium,0,8.116,20
84,8.48,8.33,10,Yes,5,10,0,high,1,9.392,15
115,9.77,9.6,8,Yes,1,4,3,high,1,8.708,8
84,9.82,10.07,1,No,0,4,3,,0,4.5280000000000005,7
84,7.78,7.35,10,No,9,7,5,medium,0,9.112,21
86,8.03,8.39,6,No,3,1,4,high,0,6.811999999999999,8
111,5.93,6.25,10,No,8,5,1,medium,0,8.372,14
90,8.48,8.75,4,No,3,5,3,high,0,5.792,11
79,5.35,5.16,2,No,1,1,3,low,0,3.34,5
90,6.42,6.74,3,No,7,6,2,medium,0,4.368,15
99,8.34,8.02,9,Yes,5,9,0,high,1,8.736,14
82,6.55,6.17,5,No,0,7,1,medium,0,5.62,8
82,5.25,4.79,7,No,3,2,1,low,0,6.300000000000001,6
131,9.16,9.6,2,Yes,9,4,5,high,1,4.864,18
87,6.55,6.36,8,No,4,8,4,medium,0,7.42,16
95,5.32,5.74,3,No,0,1,3,low,0,3.928,4
94,5.37,5.14,1,Yes,1,6,3,low,1,2.748,10
93,6.26,6.67,8,Yes,8,3,2,medium,1,7.304,13
109,5.89,6.29,9,No,0,3,1,medium,0,7.755999999999999,4
114,8.87,9.29,8,Yes,10,1,0,high,1,8.347999999999999,11
95,6.61,6.61,1,No,7,8,4,medium,0,3.244,19
81,9.02,9.39,7,Yes,10,5,4,high,1,7.808,19
119,5.87,6.32,7,No,8,1,4,medium,0,6.548,13
98,7.46,7.28,4,Yes,1,5,4,medium,1,5.384,10
125,8.44,8.36,8,Yes,1,5,5,high,1,8.176,11
66,8.26,8.48,5,Yes,6,9,1,high,1,6.304,16
102,8.01,7.81,4,Yes,9,10,3,high,1,5.604,22
128,9.62,9.87,5,No,8,3,1,high,0,6.848,12
94,6.14,5.71,2,Yes,9,9,5,low,1,3.6559999999999997,23
96,7.47,7.49,4,No,8,8,0,medium,0,5.388,16
104,9.42,9.04,10,Yes,2,10,4,high,1,9.768,16
91,5.39,5.18,8,No,6,2,5,low,0,6.9559999999999995,13
95,5.28,5.04,7,No,5,9,1,low,0,6.312,15
94,6.17,6.51,8,Yes,7,5,0,medium,1,7.268,12
90,8.17,7.86,7,No,7,8,2,high,0,7.468,17
118,6.3,6.61,7,No,7,8,4,medium,0,6.720000000000001,19
106,5.95,6.24,7,No,7,4,5,medium,0,6.58,16
103,7.29,7.29,2,No,10,1,3,medium,0,4.1160000000000005,14
112,8.07,7.8,3,No,9,9,3,high,0,5.0280000000000005,21
96,6.24,5.97,1,Yes,5,6,3,low,1,3.0960000000000005,14
88,6.5,6.46,2,No,8,2,0,medium,0,3.8,10
90,8.07,7.58,10,No,4,4,1,high,0,9.228,9
100,9.73,9.76,6,Yes,3,10,4,high,1,7.492,17
84,8.37,8.82,2,Yes,6,5,4,high,1,4.548,15
92,8.91,8.56,1,No,2,6,5,high,0,4.164,13
92,6.83,6.9,8,No,7,5,4,medium,0,7.532,16
131,6.36,6.82,9,No,7,9,4,medium,0,7.944,20
58,7.27,7.63,7,No,10,10,2,high,0,7.1080000000000005,22
97,9.04,9.39,3,No,4,2,5,high,0,5.4159999999999995,11
125,7.28,7.6,1,No,9,3,4,high,0,3.5120000000000005,16
101,9.23,9.04,4,No,7,10,2,high,0,6.0920000000000005,19
111,9.94,10.33,10,No,2,3,1,,0,9.975999999999999,6
101,5.36,5.8,3,Yes,2,3,3,low,1,3.944,8
89,5.23,5.23,3,Yes,3,6,2,low,1,3.892,11
66,5.75,5.6,2,No,8,8,3,low,0,3.5,19
103,6.92,6.83,10,No,4,5,3,medium,0,8.768,12
88,5.66,5.49,3,No,5,6,0,low,0,4.064,11
87,9.35,9.06,5,Yes,3,1,2,high,1,6.74,6
92,5.12,5.24,4,No,8,10,4,low,0,4.448,22
126,6.58,6.64,1,No,3,3,5,medium,0,3.232,11
136,5.92,5.88,1,Yes,2,4,0,low,1,2.968,6
103,9.66,9.26,1,No,1,7,4,high,0,4.464,12
93,8.35,8.65,10,No,2,5,5,high,0,9.34,12
82,9.56,9.23,9,Yes,0,1,3,high,1,9.224,4
107,9.86,9.47,9,No,10,3,0,high,0,9.344,13
126,7.49,7.61,9,No,7,2,4,high,0,8.396,13
96,6.17,6.07,10,No,0,6,4,medium,0,8.468,10
64,5.97,5.53,4,No,5,5,1,low,0,4.788,11
110,6.11,5.97,4,No,10,3,0,low,0,4.844,13
114,8.54,8.81,10,No,1,2,0,high,0,9.416,3
76,5.2,5.32,7,No,10,1,3,low,0,6.28,14
102,5.26,5.12,3,Yes,10,2,5,low,1,3.904,17
106,8.04,7.73,10,No,2,5,3,high,0,9.216,10
98,8.21,8.34,3,Yes,8,5,0,high,1,5.0840000000000005,13
88,8.33,8.72,4,No,8,9,1,high,0,5.732,18
115,6.86,7.01,6,Yes,5,6,1,medium,1,6.343999999999999,12
93,9.03,9.34,1,No,6,3,5,high,0,4.212,14
77,7.67,7.69,3,No,4,10,3,high,0,4.868,17
69,5.53,5.75,5,No,6,3,2,low,0,5.212,11
118,8.99,9.39,4,Yes,5,3,4,high,1,5.996,12
109,9.77,10.04,8,No,4,8,3,,0,8.708,15
101,5.3,5.71,9,No,2,9,1,low,0,7.52,12
93,6.96,6.89,8,Yes,1,3,0,medium,1,7.584,4
92,7.44,7.84,9,Yes,4,1,1,high,1,8.376,6
83,5.73,5.85,8,Yes,7,8,0,low,1,7.0920000000000005,15
93,9.34,9.71,10,Yes,4,10,3,high,1,9.736,17
68,6.42,5.96,1,No,2,2,4,low,0,3.168,8
88,8.92,9.08,7,No,9,7,5,high,0,7.768000000000001,21
95,8.35,8.7,9,Yes,2,7,4,high,1,8.739999999999998,13
109,7.99,7.66,1,No,4,9,3,high,0,3.7960000000000003,16
99,5.96,6.12,10,Yes,8,8,4,medium,1,8.384,20
111,6.1,6.42,1,Yes,7,9,4,medium,1,3.04,20
120,5.24,5.03,10,No,6,1,5,low,0,8.096,12
115,6.2,6.11,2,Yes,4,3,2,medium,1,3.6800000000000006,9
107,6.73,6.8,5,Yes,8,4,2,medium,1,5.692,14
100,9.17,9.19,8,Yes,1,3,2,high,1,8.468,6
85,6.83,6.37,8,No,5,8,0,medium,0,7.532,13
111,8.77,8.37,10,Yes,6,7,2,high,1,9.508,15
125,7.2,6.8,4,Yes,6,5,3,medium,1,5.28,14
105,8.92,8.68,7,No,10,5,5,high,0,7.768000000000001,20
128,9.88,9.63,7,No,3,4,2,high,0,8.152000000000001,9
77,6.2,6.44,9,No,1,5,5,medium,0,7.88,11
82,9.31,9.38,9,Yes,0,5,3,high,1,9.123999999999999,8
112,8.11,8.37,3,Yes,0,4,2,high,1,5.044,6
103,9.09,8.66,8,Yes,2,5,4,high,1,8.436,11
119,8.26,8.25,5,No,6,7,2,high,0,6.304,15
99,7.12,6.94,5,No,10,9,3,medium,0,5.848000000000001,22
86,6.14,6.49,8,No,4,7,3,medium,0,7.256,14
96,5.35,5.56,6,No,6,1,5,low,0,5.74,12
77,7.68,8.05,10,Yes,8,9,3,high,1,9.072,20
83,9.95,9.5,10,No,7,3,2,high,0,9.98,12
114,8.69,8.91,1,No,0,2,0,high,0,4.076,2
113,6.64,6.68,4,Yes,3,10,3,medium,1,5.056,16
105,9.14,9.47,9,No,4,9,5,high,0,9.056000000000001,18
74,8.84,8.85,5,Yes,6,2,0,high,1,6.536,8
94,6.41,6.45,4,Yes,10,10,2,medium,1,4.964,22
81,5.07,4.62,10,No,7,9,5,low,0,8.028,21
117,5.59,5.76,1,No,7,5,0,low,0,2.8360000000000003,12
91,9.39,9.16,9,No,3,6,0,high,0,9.155999999999999,9
83,9.18,8.7,8,Yes,10,7,3,high,1,8.472,20
100,6.48,6.05,3,No,6,7,5,medium,0,4.392,18
90,6.43,6.89,9,Yes,10,4,2,medium,1,7.9719999999999995,16
122,8.96,8.81,1,Yes,1,4,3,high,1,4.184,8
88,9.69,10.06,4,Yes,8,5,4,,1,6.276,17
79,8.9,9.36,5,No,5,9,1,high,0,6.5600000000000005,15
67,8.03,8.47,4,No,3,10,0,high,0,5.612,13
99,6.21,6.59,4,No,5,1,2,medium,0,4.884,8
91,7.63,8.02,9,No,6,8,0,high,0,8.452,14
78,6.17,5.96,5,Yes,9,8,2,low,1,5.468,19
117,9.04,8.69,1,No,7,7,3,high,0,4.215999999999999,17
110,6.93,7.07,7,No,3,6,1,medium,0,6.972,10
99,9.17,9.16,6,No,8,3,1,high,0,7.268,12
120,6.91,6.51,9,Yes,5,8,1,medium,1,8.164,14
109,9.12,9.3,4,No,0,7,1,high,0,6.048,8
87,6.67,6.73,10,No,2,8,0,medium,0,8.668,10
84,7.2,7.56,6,Yes,0,2,2,high,1,6.48,4
112,8.08,8.19,10,Yes,5,8,4,high,1,9.232,17
105,5.35,5.42,7,Yes,5,7,2,low,1,6.34,14
102,9.74,9.68,4,No,6,6,0,high,0,6.296,12
87,7.87,7.83,9,Yes,0,9,5,high,1,8.548,14
109,7.54,7.99,1,No,0,8,3,high,0,3.616,11
88,9.2,8.84,1,No,4,5,4,high,0,4.279999999999999,13
98,9.33,9.28,3,No,4,5,4,high,0,5.532,13
121,7.61,7.77,9,No,0,9,5,high,0,8.443999999999999,14
90,9.64,9.57,5,No,6,8,4,high,0,6.856,18
76,5.32,5.1,1,No,6,4,0,low,0,2.728,10
84,5.57,5.36,5,No,5,9,1,low,0,5.228,15
114,7.98,7.71,6,No,6,6,5,high,0,6.792,17
103,6.77,6.61,4,No,5,5,1,medium,0,5.1080000000000005,11
98,7.32,7.69,7,Yes,9,10,1,high,1,7.128,20
92,6.64,6.65,3,Yes,1,7,2,medium,1,4.4559999999999995,10
107,7.02,6.76,5,No,4,9,1,medium,0,5.808,14
87,9.11,8.99,6,No,6,1,4,high,0,7.244,11
104,7.97,7.58,7,No,1,9,1,high,0,7.388,11
89,9.99,10.39,10,No,4,10,5,,0,9.996,19
86,8.93,8.84,2,Yes,2,5,5,high,1,4.772,12
90,6.37,6.85,5,Yes,8,9,4,medium,1,5.548,21
94,6.32,6.17,7,No,9,5,4,medium,0,6.728000000000001,18
99,6.68,7.02,7,No,0,7,2,medium,0,6.872,9
103,9.22,8.98,3,No,6,7,5,high,0,5.488,18
44,5.14,4.72,8,Yes,9,9,1,low,1,6.856,19
87,6.15,5.68,1,Yes,3,5,3,low,1,3.0600000000000005,11
94,9.52,9.63,4,Yes,4,7,1,high,1,6.208,12
122,8.2,8.01,3,Yes,0,5,3,high,1,5.08,8
83,6.13,6.07,4,Yes,4,4,5,medium,1,4.852,13
102,6.1,6.42,9,No,10,1,2,medium,0,7.84,13
122,9.31,9.06,8,No,7,5,0,high,0,8.524000000000001,12
80,9.47,9.28,4,No,5,4,2,high,0,6.188000000000001,11
105,6.28,6.63,8,No,1,1,2,medium,0,7.312,4
87,7.1,7.09,1,No,1,10,3,medium,0,3.44,14
92,9.17,9.5,8,No,10,1,2,high,0,8.468,13
87,8.86,8.73,10,No,8,5,4,high,0,9.544,17
89,9.07,8.97,2,No,0,9,2,high,0,4.828,11
140,7.59,7.26,6,No,1,1,5,medium,0,6.635999999999999,7
112,9.56,9.98,6,No,7,8,2,high,0,7.4239999999999995,17
116,6.63,7.03,3,No,5,9,3,medium,0,4.452,17
107,5.78,6.26,5,No,2,10,5,medium,0,5.312,17
75,8.54,8.44,2,Yes,2,4,2,high,1,4.616,8
105,7.7,8.02,8,No,10,8,2,high,0,7.88,20
116,9.27,9.18,8,Yes,8,1,5,high,1,8.508,14
87,5.41,5.36,5,No,1,4,5,low,0,5.164,10
114,9.22,9.55,7,No,9,10,5,high,0,7.888000000000001,24
110,6.47,6.15,8,No,4,2,1,medium,0,7.388,7
127,8.27,7.99,4,No,6,10,5,high,0,5.708,21
93,5.2,5.01,2,No,5,4,4,low,0,3.2800000000000002,13
83,8.05,8.34,5,No,0,2,4,high,0,6.220000000000001,6
94,8.59,8.46,7,No,9,3,4,high,0,7.636,16
121,6.84,6.7,4,No,2,1,2,medium,0,5.136,5
72,6.08,6.58,4,Yes,4,10,4,medium,1,4.832000000000001,18
68,7.69,7.57,4,Yes,2,3,1,high,1,5.476000000000001,6
101,9.17,8.92,9,No,2,7,0,high,0,9.068,9
93,6.62,6.74,9,No,4,8,0,medium,0,8.048,12
100,6.26,6.56,10,Yes,7,6,1,medium,1,8.504,14
114,6.39,5.96,8,Yes,9,1,0,low,1,7.356,10
91,9.75,9.87,8,Yes,7,7,0,high,1,8.7,14
71,6.8,6.34,7,No,7,3,3,medium,0,6.92,13
130,5.02,5.05,1,No,5,9,2,low,0,2.608,16
85,8.91,8.67,8,No,8,2,3,high,0,8.364,13
84,8.5,8.31,4,No,4,9,3,high,0,5.800000000000001,16
116,5.64,5.61,1,No,9,10,1,low,0,2.856,20
94,9.92,10.35,1,Yes,6,2,0,,1,4.568,8
99,8.04,8.25,3,Yes,0,2,1,high,1,5.016,3
107,7.5,7.94,3,No,3,4,4,high,0,4.8,11
116,6.91,7.07,10,No,0,2,3,medium,0,8.764,5
94,9.49,9.0,1,No,9,7,0,high,0,4.396,16
122,6.22,5.99,8,Yes,1,3,2,low,1,7.288,6
67,6.43,6.84,4,Yes,5,4,3,medium,1,4.9719999999999995,12
111,5.61,5.75,4,Yes,0,1,0,low,1,4.644,1
87,8.8,9.28,6,No,8,10,4,high,0,7.12,22
120,7.98,7.64,9,No,5,4,1,high,0,8.591999999999999,10
102,8.05,7.85,9,Yes,7,4,0,high,1,8.620000000000001,11
89,6.09,5.95,8,No,9,4,0,low,0,7.236,13
109,8.26,8.09,1,No,9,9,3,high,0,3.9040000000000004,21
113,8.83,8.58,10,Yes,7,3,0,high,1,9.532,10
109,6.79,6.73,10,No,1,7,4,medium,0,8.716000000000001,12
84,9.01,9.15,2,Yes,1,4,2,high,1,4.804,7
92,6.74,6.55,3,No,2,1,4,medium,0,4.496,7
99,8.79,8.37,5,Yes,10,10,0,high,1,6.516,20
99,5.17,5.38,5,No,7,3,2,low,0,5.068,12
111,7.76,7.72,10,No,10,9,4,high,0,9.104,23
69,9.85,9.91,8,No,7,10,2,high,0,8.74,19
105,9.91,9.87,2,No,4,6,5,high,0,5.164000000000001,15
95,6.41,6.8,2,No,1,8,3,medium,0,3.7640000000000002,12
87,7.21,7.27,8,No,10,9,0,medium,0,7.684,19
88,5.31,5.73,1,Yes,3,8,2,low,1,2.724,13
96,9.37,9.38,9,No,3,5,1,high,0,9.148,9
45,7.84,7.63,2,No,6,6,3,high,0,4.336,15
89,6.93,6.79,5,Yes,3,10,0,medium,1,5.772,13
86,5.56,5.58,3,No,9,2,3,low,0,4.023999999999999,14
107,9.73,9.76,5,Yes,5,9,1,high,1,6.892,15
87,7.65,7.84,8,No,10,6,0,high,0,7.86,16
96,6.41,6.13,8,Yes,1,8,3,medium,1,7.364,12
123,6.75,6.91,6,No,1,7,3,medium,0,6.3,11
114,6.35,6.63,9,Yes,10,10,2,medium,1,7.9399999999999995,22
113,8.01,8.19,7,Yes,4,2,2,high,1,7.404,8
92,9.65,9.63,2,No,0,2,3,high,0,5.0600000000000005,5
108,9.28,9.77,1,No,1,5,2,high,0,4.311999999999999,8
96,7.3,7.2,8,Yes,2,3,0,medium,1,7.72,5
97,9.13,8.74,1,No,8,1,2,high,0,4.252000000000001,11
106,7.12,7.44,8,Yes,8,10,0,medium,1,7.648,18
91,6.26,5.97,9,No,6,3,0,low,0,7.904,9
122,9.92,10.13,1,Yes,4,7,0,,1,4.568,11
97,6.52,6.2,7,Yes,1,10,0,medium,1,6.808,11
109,6.62,6.14,5,No,1,9,3,medium,0,5.648,13
