studentid,cgpa,internships,projects,workshops/certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
8015,6.9,1,2,1,90,3.9,Yes,Yes,78,85,
8016,8.3,2,3,2,90,4.8,Yes,No,75,80,1.0
8017,7.8,1,2,0,84,3.0,Yes,Yes,62,70,
8018,7.4,0,1,0,76,4.0,No,No,60,70,
8019,6.7,1,2,0,67,3.9,No,No,59,69,
8020,6.6,1,3,0,62,3.8,Yes,Yes,57,72,
8021,6.6,1,3,2,81,4.5,Yes,No,72,77,
8022,7.5,1,1,1,74,3.9,No,Yes,60,62,
8023,7.2,1,2,2,75,4.3,No,Yes,75,75,
8024,7.5,1,2,0,69,3.5,No,No,55,62,
8025,8.1,1,3,2,81,4.5,Yes,Yes,83,84,1.0
8026,8.3,2,3,2,90,4.7,Yes,Yes,80,83,1.0
8027,8.1,1,1,1,77,4.1,Yes,Yes,62,75,1.0
8028,8.2,1,2,1,84,4.8,Yes,Yes,68,88,
8029,8.1,2,2,0,83,4.7,Yes,Yes,78,86,1.0
8030,7.5,0,1,0,71,4.1,No,Yes,73,66,
8031,8.3,0,1,2,85,4.7,Yes,Yes,83,68,1.0
8032,6.9,0,1,1,65,4.1,Yes,Yes,70,61,1.0
8033,8.0,1,3,2,90,4.7,Yes,Yes,74,84,1.0
8034,8.1,1,3,0,88,4.0,No,Yes,81,87,1.0
8035,8.3,0,3,2,83,4.3,Yes,Yes,76,84,1.0
8036,8.4,2,3,1,73,4.2,No,Yes,75,86,
8037,7.6,1,2,1,68,4.1,No,Yes,55,68,
8038,8.1,1,2,0,83,4.1,Yes,No,66,66,
8039,8.4,0,1,2,74,4.2,Yes,Yes,55,68,
8040,8.2,2,3,2,86,4.8,Yes,Yes,77,83,1.0
8041,6.5,1,1,1,76,4.1,No,Yes,55,58,
8042,8.4,0,1,2,89,4.8,Yes,Yes,62,87,1.0
8043,8.1,2,3,2,90,4.8,Yes,Yes,83,84,1.0
8044,8.2,0,3,2,90,4.5,Yes,Yes,81,85,1.0
8045,6.9,1,1,0,75,4.1,Yes,Yes,55,76,
8046,8.2,1,2,2,89,4.8,Yes,Yes,73,70,1.0
8047,7.6,0,1,1,66,4.2,Yes,Yes,55,67,
8048,8.3,1,1,0,83,4.0,No,Yes,65,66,
8049,8.3,1,1,1,72,4.7,Yes,Yes,66,71,
8050,7.9,0,3,2,83,4.8,Yes,Yes,73,79,1.0
8051,6.5,0,2,0,73,3.7,No,Yes,64,72,
8052,6.5,1,1,0,80,3.8,No,Yes,64,69,
8053,6.6,0,1,0,74,3.9,No,Yes,63,63,
8054,7.6,1,1,0,84,4.1,Yes,Yes,72,72,
8055,7.9,1,2,2,63,3.8,Yes,Yes,55,62,
8056,7.6,2,3,2,90,4.8,Yes,Yes,89,84,1.0
8057,6.6,0,2,0,75,3.9,No,Yes,55,69,1.0
8058,8.3,1,3,2,90,4.7,Yes,Yes,69,80,1.0
8059,8.4,2,3,2,90,4.8,Yes,Yes,79,84,1.0
8060,6.5,0,2,0,80,4.2,No,No,57,71,
8061,7.4,2,3,0,81,4.6,No,No,80,69,
8062,7.7,0,1,1,70,3.6,No,Yes,55,68,
8063,8.2,1,1,1,69,4.2,No,Yes,76,65,
8064,6.5,1,1,1,83,4.2,No,No,58,76,
8065,7.0,1,1,1,68,3.7,No,No,55,68,
8066,8.7,2,3,2,90,4.8,Yes,Yes,80,79,1.0
8067,8.5,2,3,2,81,4.5,Yes,Yes,78,84,1.0
8068,6.7,1,1,0,64,3.7,No,Yes,55,60,
8069,8.9,1,3,2,90,4.6,Yes,Yes,71,81,1.0
8070,7.4,1,1,1,73,3.6,No,Yes,59,64,
8071,8.8,1,3,2,90,4.8,Yes,Yes,75,82,1.0
8072,7.4,0,1,0,65,4.2,No,No,55,70,
8073,7.5,2,3,2,90,4.7,Yes,Yes,83,85,1.0
8074,8.3,1,2,2,89,4.6,Yes,Yes,79,84,1.0
8075,8.5,2,1,2,87,4.8,Yes,Yes,78,85,1.0
8076,8.0,2,3,2,90,4.8,Yes,Yes,77,86,1.0
8077,8.2,2,3,2,88,4.5,Yes,Yes,77,83,1.0
8078,8.4,1,2,2,84,4.7,Yes,Yes,76,71,
8079,8.1,2,3,2,87,4.6,No,Yes,73,85,1.0
8080,6.7,1,2,2,68,4.1,Yes,No,79,70,
8081,8.1,1,3,3,77,4.1,Yes,Yes,74,85,1.0
8082,7.6,1,3,2,90,4.8,Yes,Yes,85,80,1.0
8083,7.3,1,1,0,82,3.9,No,No,81,60,
8084,7.9,1,1,0,75,4.3,No,No,75,75,1.0
8085,6.5,1,2,0,67,4.1,No,Yes,57,71,
8086,7.7,1,1,0,70,4.4,Yes,Yes,65,70,
8087,8.5,2,3,2,90,4.8,Yes,Yes,85,86,1.0
8088,8.2,1,2,0,71,4.7,No,Yes,68,66,
8089,8.3,2,3,2,90,4.8,Yes,Yes,72,88,1.0
8090,8.2,2,3,2,90,4.4,Yes,Yes,88,87,1.0
8091,8.7,1,1,2,82,4.2,Yes,Yes,74,87,
8092,8.5,1,1,1,84,4.6,No,Yes,71,81,
8093,7.6,1,1,0,82,3.7,No,Yes,55,67,
8094,8.1,1,3,0,90,4.8,Yes,Yes,75,81,1.0
8095,8.6,1,3,0,86,3.8,Yes,Yes,78,72,
8096,7.5,1,1,1,76,3.6,No,No,58,70,
8097,7.4,1,1,1,79,4.3,No,No,61,76,
8098,8.2,1,3,0,86,4.7,Yes,Yes,81,88,1.0
8099,7.6,1,1,0,71,3.3,No,Yes,64,72,
8100,7.4,1,1,0,74,4.0,No,Yes,55,61,
8101,8.3,2,3,2,84,4.4,Yes,Yes,83,84,1.0
8102,7.8,1,3,0,81,4.3,Yes,Yes,76,82,1.0
8103,8.5,2,3,1,86,4.5,Yes,Yes,75,81,1.0
8104,8.1,1,1,1,67,3.8,No,No,59,57,
8105,7.4,0,2,1,72,4.4,No,Yes,60,70,1.0
8106,8.1,1,3,0,69,3.9,No,No,82,69,
8107,7.6,1,1,1,76,3.8,No,Yes,68,83,1.0
8108,7.6,1,3,1,73,4.8,No,Yes,62,73,1.0
8109,7.8,2,1,0,70,3.5,No,No,70,66,
8110,7.3,1,1,1,68,4.7,No,Yes,68,58,
8111,8.6,1,3,2,72,4.0,Yes,Yes,80,64,1.0
8112,8.3,2,3,2,90,4.8,Yes,Yes,87,81,1.0
8113,8.2,2,3,2,90,4.6,Yes,Yes,85,85,1.0
8114,7.9,1,2,0,90,4.1,Yes,Yes,77,78,1.0
8115,6.5,0,1,0,73,3.7,No,No,57,67,
8116,7.7,0,1,0,66,4.2,Yes,Yes,56,69,
8117,8.1,2,3,0,83,3.8,Yes,No,67,60,1.0
8118,7.5,2,3,2,77,4.8,Yes,Yes,58,73,1.0
8119,7.2,0,2,0,69,4.1,Yes,Yes,71,83,
8120,7.7,2,1,1,80,4.7,No,No,56,65,
8121,8.0,1,3,1,89,4.8,Yes,No,72,81,1.0
8122,7.8,1,3,0,75,4.2,Yes,Yes,82,82,1.0
8123,8.2,1,1,0,77,3.8,No,No,57,67,
8124,7.6,1,3,0,77,4.3,Yes,Yes,70,83,
8125,8.5,1,3,1,84,4.8,Yes,Yes,73,84,1.0
8126,8.4,1,3,2,90,4.8,Yes,Yes,82,88,1.0
8127,7.6,0,3,0,79,4.6,Yes,Yes,63,61,
8128,8.2,2,3,2,90,4.8,Yes,Yes,70,86,
8129,7.4,1,3,0,80,4.6,No,Yes,71,72,
8130,6.6,1,1,0,82,3.9,Yes,No,73,78,
8131,7.4,2,2,2,86,4.0,No,Yes,74,68,
8132,6.5,0,1,0,67,3.5,No,Yes,55,67,
8133,7.7,2,2,2,90,4.8,Yes,Yes,81,88,1.0
8134,7.5,1,2,0,69,4.1,No,Yes,55,68,
8135,7.4,0,2,1,89,4.3,Yes,Yes,79,70,
8136,8.2,0,3,0,77,4.0,Yes,No,69,85,
8137,7.5,0,3,0,83,3.8,Yes,Yes,75,65,1.0
8138,8.1,2,3,1,85,4.8,Yes,Yes,74,84,1.0
8139,7.9,0,1,1,61,4.4,No,No,55,64,
8140,7.7,1,1,0,64,3.8,No,No,60,68,
8141,8.3,2,3,2,90,4.4,Yes,Yes,78,87,1.0
8142,7.4,2,1,1,80,4.1,Yes,No,55,71,
8143,7.9,2,3,2,85,4.8,Yes,Yes,75,81,1.0
8144,7.4,1,2,1,86,4.5,No,Yes,82,65,
8145,7.7,1,2,0,71,4.4,No,Yes,59,74,
8146,8.5,1,3,2,90,4.8,No,No,82,63,1.0
8147,7.7,1,1,2,76,4.0,No,Yes,59,62,1.0
8148,7.5,1,2,1,66,4.0,No,Yes,58,76,
8149,8.2,2,3,2,87,4.8,Yes,Yes,74,87,1.0
8150,7.9,1,2,1,85,4.8,No,No,81,79,1.0
8151,7.5,0,1,1,72,4.6,Yes,Yes,55,64,
8152,7.8,1,3,1,75,4.6,Yes,Yes,83,80,1.0
8153,7.6,1,2,1,87,4.3,No,No,60,80,
8154,7.5,1,1,1,66,4.3,No,No,57,63,
8155,7.8,2,3,2,90,4.7,Yes,Yes,78,82,1.0
8156,8.3,1,1,0,86,4.2,No,Yes,55,71,1.0
8157,8.3,2,3,3,90,4.8,Yes,Yes,76,77,1.0
8158,8.2,2,3,2,90,4.6,Yes,Yes,76,85,1.0
8159,7.0,1,1,0,79,4.3,No,No,55,70,
8160,6.6,1,1,0,73,3.9,No,Yes,55,61,
8161,8.6,2,3,2,90,4.8,Yes,Yes,79,87,1.0
8162,8.0,2,3,0,90,4.8,No,Yes,65,86,
8163,7.7,2,3,2,87,4.8,Yes,Yes,80,82,1.0
8164,8.2,0,3,0,81,4.2,Yes,Yes,68,85,1.0
8165,8.4,2,3,2,90,4.8,Yes,Yes,70,82,1.0
8166,6.5,0,1,0,76,4.7,No,Yes,59,68,
8167,6.9,0,1,0,60,4.6,No,No,80,67,
8168,8.1,2,3,2,90,4.8,Yes,Yes,89,84,1.0
8169,6.6,1,1,1,75,3.9,Yes,Yes,63,69,
8170,7.9,1,1,2,87,4.2,No,Yes,80,75,
8171,7.5,1,2,0,83,4.7,No,Yes,62,83,1.0
8172,8.6,0,3,3,90,4.8,Yes,Yes,70,84,1.0
8173,8.4,1,3,2,78,4.5,Yes,Yes,78,73,1.0
8174,7.9,2,3,2,90,4.6,Yes,Yes,75,87,1.0
8175,7.5,0,2,0,70,3.5,Yes,Yes,80,76,1.0
8176,9.0,2,3,0,90,4.8,Yes,Yes,85,80,1.0
8177,7.9,0,3,2,80,4.7,Yes,Yes,77,83,1.0
8178,6.5,1,1,0,88,3.9,No,No,69,67,
8179,7.3,1,1,1,67,4.4,No,Yes,57,58,
8180,7.9,0,3,1,86,4.6,Yes,Yes,76,88,1.0
8181,7.0,1,1,0,74,4.5,No,No,57,61,
8182,7.1,1,1,3,75,4.4,Yes,Yes,74,82,
8183,7.3,1,2,0,83,4.5,Yes,Yes,56,71,1.0
8184,6.7,0,1,0,70,4.7,Yes,Yes,61,85,1.0
8185,8.6,1,2,1,90,4.2,No,Yes,71,68,1.0
8186,8.4,0,3,2,88,4.3,Yes,Yes,84,84,1.0
8187,8.4,2,3,0,89,4.8,Yes,Yes,71,85,
8188,7.9,0,2,0,69,4.0,No,Yes,57,73,
8189,7.6,1,1,1,74,3.9,Yes,No,55,65,
8190,7.9,1,3,1,90,4.8,Yes,Yes,77,85,1.0
8191,7.6,1,2,0,67,4.2,No,Yes,74,75,
8192,6.5,1,2,0,89,4.5,No,Yes,61,70,
8193,7.4,1,2,1,84,4.6,No,Yes,55,70,
8194,8.2,0,2,2,86,4.5,Yes,No,78,65,
8195,8.1,2,3,2,77,4.5,Yes,Yes,84,68,
8196,7.6,1,1,1,70,4.4,No,No,58,63,
8197,8.4,2,3,2,90,4.8,Yes,Yes,79,83,1.0
8198,8.6,2,3,2,87,4.7,Yes,Yes,86,84,1.0
8199,7.4,1,1,0,74,3.8,No,No,73,70,
8200,7.6,1,1,1,71,4.2,No,No,64,71,
8201,7.6,0,1,0,77,3.0,No,No,55,69,
8202,8.0,2,3,3,90,4.8,Yes,Yes,78,85,1.0
8203,6.5,1,2,0,67,3.9,No,No,55,67,
8204,7.6,1,2,1,77,4.4,Yes,Yes,76,87,
8205,7.3,0,2,0,82,4.5,No,Yes,57,82,
8206,6.5,1,1,2,69,4.2,Yes,No,57,65,
8207,8.4,2,3,0,90,4.8,Yes,Yes,80,86,1.0
8208,8.3,0,1,1,72,3.8,No,No,58,67,
8209,6.9,1,2,0,80,3.4,No,No,55,71,
8210,7.5,0,2,1,70,3.8,Yes,Yes,78,87,1.0
8211,8.1,2,3,0,84,4.8,Yes,Yes,83,82,1.0
8212,8.0,2,1,2,90,4.6,Yes,Yes,87,85,
8213,7.7,1,1,1,75,4.5,No,Yes,65,74,
8214,8.3,2,3,2,86,4.6,Yes,Yes,79,84,1.0
8215,8.4,2,3,2,90,4.8,Yes,Yes,76,87,1.0
8216,7.7,2,3,1,85,4.2,Yes,Yes,74,82,
8217,6.5,1,1,1,80,3.6,No,No,57,67,
8218,8.3,2,1,1,71,3.9,No,Yes,58,66,
8219,7.7,1,2,1,61,3.7,No,Yes,55,63,
8220,7.4,0,2,1,79,3.6,No,Yes,55,65,
8221,8.0,2,1,2,77,4.4,Yes,Yes,56,75,
8222,6.8,1,3,0,61,4.3,No,No,59,68,
8223,7.5,1,1,0,75,4.1,Yes,Yes,83,57,
8224,7.6,1,1,0,84,4.2,Yes,Yes,62,64,
8225,7.7,1,1,0,69,4.0,No,No,55,69,
8226,7.8,1,1,0,61,3.4,No,No,63,63,
8227,8.3,1,1,2,83,4.0,Yes,Yes,76,67,1.0
8228,8.3,2,1,2,83,4.4,Yes,Yes,59,86,
8229,8.5,1,3,2,90,4.7,Yes,Yes,76,87,1.0
8230,6.5,1,1,0,70,4.0,No,Yes,59,71,
8231,8.7,2,3,2,90,4.8,Yes,Yes,90,86,1.0
8232,6.6,0,1,3,84,3.7,No,No,75,67,
8233,6.7,0,1,1,78,4.3,No,No,60,66,
8234,8.3,1,2,1,80,4.3,Yes,Yes,71,84,1.0
8235,7.4,1,1,1,70,4.0,No,No,56,67,
8236,7.7,1,1,2,88,4.2,No,Yes,65,88,1.0
8237,6.8,0,1,1,67,3.4,No,Yes,59,68,
8238,8.0,1,2,0,88,4.4,Yes,Yes,78,76,1.0
8239,7.4,1,1,1,72,4.0,No,No,55,69,
8240,6.6,0,1,1,66,3.8,No,No,62,58,
8241,7.5,1,1,0,64,4.3,No,No,59,69,
8242,8.3,0,3,1,80,4.8,Yes,Yes,75,67,1.0
8243,7.5,1,3,2,72,4.5,Yes,Yes,65,86,
8244,8.0,2,2,2,88,4.4,No,No,75,80,
8245,8.4,1,3,2,84,4.8,Yes,Yes,81,84,
8246,7.7,1,3,2,86,4.7,Yes,Yes,69,88,1.0
8247,7.7,1,2,0,86,4.5,No,Yes,72,79,1.0
8248,7.8,1,2,2,85,4.3,No,Yes,68,78,1.0
8249,8.4,1,3,2,80,4.5,Yes,Yes,72,73,1.0
8250,6.7,0,1,1,68,4.3,No,No,68,62,
8251,7.5,1,1,1,79,3.9,No,No,55,73,
8252,7.5,2,1,1,78,4.3,No,Yes,55,71,
8253,8.5,2,3,2,90,4.8,Yes,Yes,79,82,1.0
8254,8.3,0,3,1,86,4.3,Yes,Yes,55,88,1.0
8255,8.3,2,3,0,73,4.5,Yes,Yes,71,87,
8256,8.5,1,3,2,89,4.8,Yes,Yes,77,88,1.0
8257,8.0,0,3,0,88,4.4,Yes,Yes,78,83,
8258,8.7,1,3,2,90,4.8,Yes,Yes,68,81,1.0
8259,8.1,0,3,0,76,3.9,Yes,Yes,66,83,
8260,8.0,2,3,2,86,3.8,Yes,Yes,87,86,1.0
8261,8.5,2,3,0,85,4.5,Yes,Yes,86,84,1.0
8262,8.5,2,3,3,90,4.7,Yes,Yes,80,80,1.0
8263,7.5,1,3,3,90,4.8,Yes,No,64,82,1.0
8264,8.1,2,3,2,90,3.8,Yes,Yes,90,77,1.0
8265,8.3,1,3,2,76,4.5,Yes,Yes,76,65,1.0
8266,8.3,2,3,2,89,4.8,Yes,No,82,84,1.0
8267,7.5,1,3,1,79,3.8,Yes,Yes,58,67,
8268,7.5,0,1,1,75,4.3,No,No,80,82,
8269,7.0,1,1,0,70,4.1,No,No,56,62,
8270,7.8,0,2,2,82,4.8,Yes,Yes,77,68,
8271,7.4,1,3,2,73,4.1,Yes,Yes,86,78,1.0
8272,8.1,2,3,2,90,4.7,No,No,67,76,
8273,7.6,2,2,2,80,4.8,Yes,Yes,75,83,1.0
8274,6.7,1,1,0,74,3.5,No,No,65,62,
8275,8.0,2,3,2,90,4.8,Yes,Yes,79,86,1.0
8276,7.6,1,2,1,81,4.4,Yes,Yes,75,88,1.0
8277,8.6,1,3,2,90,4.8,Yes,Yes,85,87,1.0
8278,8.6,0,3,2,90,4.7,Yes,Yes,71,88,1.0
8279,7.8,1,3,2,78,4.8,Yes,Yes,78,67,
8280,7.5,1,3,0,83,4.8,Yes,Yes,75,84,1.0
8281,8.7,2,3,2,90,4.6,Yes,Yes,81,82,1.0
8282,7.7,1,2,1,74,4.5,No,No,55,68,
8283,7.4,1,1,1,70,4.3,No,Yes,72,75,
8284,7.8,2,1,1,87,4.4,Yes,Yes,82,79,
8285,6.7,1,3,2,86,4.1,Yes,Yes,86,82,1.0
8286,6.5,1,2,0,81,4.1,No,No,55,85,
8287,8.4,2,3,2,90,4.3,Yes,Yes,87,85,1.0
8288,7.5,1,1,0,71,4.1,No,Yes,66,74,
8289,7.9,1,2,2,86,4.8,No,Yes,87,84,
8290,7.4,0,2,2,82,4.8,Yes,Yes,88,66,1.0
8291,7.5,1,1,0,77,4.1,No,Yes,58,70,
8292,7.7,1,3,2,87,4.5,Yes,Yes,82,81,1.0
8293,6.5,1,1,1,83,4.4,No,No,55,65,
8294,8.3,2,1,2,84,4.8,Yes,Yes,69,85,1.0
8295,7.6,1,1,1,80,3.7,No,Yes,61,58,
8296,6.7,2,2,1,76,3.9,Yes,Yes,55,84,1.0
8297,7.6,0,1,1,83,3.4,No,Yes,55,64,1.0
8298,7.7,1,2,3,78,4.4,No,No,71,68,
8299,8.4,0,1,0,78,4.5,No,Yes,55,66,
8300,6.8,2,1,0,65,4.6,Yes,Yes,55,63,
8301,8.2,2,3,2,73,4.3,Yes,Yes,55,70,
8302,7.5,0,1,0,72,4.5,Yes,Yes,55,70,
8303,7.8,1,2,0,84,4.4,No,Yes,60,65,
8304,8.4,2,3,2,90,4.7,Yes,Yes,74,84,1.0
8305,7.7,1,1,0,71,3.9,No,No,65,67,
8306,7.8,1,3,2,83,4.6,No,Yes,70,82,1.0
8307,8.3,2,3,2,85,4.8,Yes,Yes,73,80,
8308,7.5,0,1,0,82,4.6,Yes,Yes,62,69,1.0
8309,6.5,0,2,1,65,4.2,Yes,No,57,62,
8310,7.9,1,3,2,75,4.6,No,Yes,82,84,1.0
8311,7.7,0,2,1,75,4.1,Yes,Yes,79,66,1.0
8312,8.4,2,3,2,90,4.7,Yes,Yes,69,88,1.0
8313,8.1,0,3,2,77,4.8,No,No,62,81,
8314,7.6,2,3,2,87,4.3,Yes,Yes,76,82,1.0
8315,8.0,1,3,2,78,3.7,No,No,55,71,
8316,7.6,1,2,1,74,4.7,No,Yes,77,85,
8317,6.5,1,2,1,69,4.5,No,Yes,61,68,
8318,6.7,0,1,0,74,4.0,No,No,60,63,
8319,7.9,0,2,2,81,4.3,Yes,No,84,61,
8320,8.5,1,3,0,90,4.8,Yes,Yes,79,88,1.0
8321,6.5,1,1,0,78,4.5,No,Yes,75,68,
8322,7.9,2,3,2,90,4.8,Yes,Yes,77,83,1.0
8323,6.5,1,2,1,65,4.6,No,Yes,62,87,
8324,7.0,1,1,1,86,3.8,No,No,57,72,
8325,6.5,1,2,1,79,3.1,No,Yes,63,69,1.0
8326,8.7,1,3,2,79,4.6,Yes,Yes,76,88,
8327,7.6,1,2,2,76,4.5,Yes,Yes,82,63,1.0
8328,8.2,2,3,2,90,4.8,Yes,Yes,74,88,1.0
8329,6.5,1,1,1,66,3.3,No,No,55,60,
8330,6.7,1,2,1,76,4.6,Yes,Yes,71,68,
8331,8.6,2,3,2,84,4.6,Yes,Yes,80,85,1.0
8332,7.4,1,2,0,64,4.7,Yes,Yes,77,65,
8333,6.5,1,1,2,85,4.3,No,Yes,73,71,
8334,7.5,1,1,0,75,3.6,No,No,55,62,
8335,6.5,2,3,0,81,3.5,No,Yes,55,62,
8336,8.6,1,3,0,89,4.5,Yes,Yes,80,72,1.0
8337,7.9,2,3,2,82,4.8,Yes,Yes,90,84,1.0
8338,7.5,1,1,1,68,4.4,Yes,No,62,69,
8339,7.9,2,3,2,90,4.6,Yes,No,65,84,
8340,8.3,1,3,2,90,4.8,Yes,Yes,73,83,1.0
8341,7.5,0,1,0,63,3.6,Yes,No,71,70,
8342,8.5,1,3,1,72,3.8,No,Yes,55,65,1.0
8343,7.6,0,3,2,87,4.8,No,Yes,79,62,1.0
8344,6.5,1,2,2,81,3.6,Yes,Yes,89,80,1.0
8345,8.4,1,3,0,75,4.4,Yes,Yes,68,86,1.0
8346,7.9,0,3,1,84,4.3,Yes,No,83,84,1.0
8347,7.6,0,1,1,62,4.1,No,No,55,68,
8348,8.4,2,3,1,86,4.7,Yes,Yes,90,80,1.0
8349,7.2,2,3,2,90,4.7,Yes,Yes,83,86,1.0
8350,7.9,0,1,0,79,4.4,Yes,No,55,85,
8351,6.6,0,1,0,71,4.3,No,Yes,56,64,
8352,8.3,0,3,2,79,3.7,Yes,Yes,68,84,1.0
8353,8.1,2,3,0,81,4.7,Yes,Yes,84,83,1.0
8354,8.6,2,3,2,90,4.8,Yes,Yes,89,84,1.0
8355,7.7,1,3,1,82,4.5,Yes,Yes,68,79,
8356,6.5,1,1,0,77,4.7,No,No,55,83,
8357,8.6,2,2,1,90,4.6,Yes,Yes,81,80,1.0
8358,7.2,1,2,2,70,4.1,No,No,61,69,
8359,7.8,1,2,0,77,4.4,Yes,Yes,69,80,
8360,6.5,1,3,2,78,4.2,No,Yes,78,71,
8361,7.5,0,1,2,78,4.6,No,Yes,68,71,
8362,8.3,2,2,2,90,4.6,Yes,Yes,80,83,1.0
8363,8.3,1,3,2,89,4.7,Yes,Yes,70,86,1.0
8364,8.5,2,3,0,90,4.8,No,Yes,76,80,1.0
8365,6.6,1,2,0,71,4.6,No,No,55,67,
8366,8.1,2,3,1,90,4.7,Yes,Yes,74,88,
8367,7.3,0,1,1,71,4.6,No,No,57,67,
8368,7.6,0,1,1,72,4.4,No,Yes,69,76,
8369,8.6,1,3,3,84,4.5,Yes,Yes,73,85,1.0
8370,6.9,1,1,0,68,3.7,No,No,55,64,
8371,7.5,1,2,0,65,4.1,No,Yes,55,69,
8372,8.3,2,3,2,90,4.3,Yes,Yes,75,82,
8373,8.4,1,1,2,69,4.4,No,No,76,65,
8374,8.5,2,3,2,90,4.1,Yes,Yes,77,78,1.0
8375,8.5,1,1,2,88,4.5,Yes,Yes,76,79,1.0
8376,9.0,2,3,2,90,4.8,Yes,Yes,76,83,1.0
8377,8.4,2,3,1,83,4.8,Yes,No,64,64,1.0
8378,8.4,0,3,0,90,4.8,Yes,Yes,80,82,1.0
8379,8.6,2,3,2,90,4.8,Yes,Yes,80,85,
8380,8.3,2,3,1,79,4.4,Yes,Yes,75,85,
8381,7.6,1,1,0,79,4.2,Yes,No,57,61,
8382,7.6,1,1,1,77,4.8,No,Yes,63,68,
8383,7.5,1,1,1,68,4.5,No,Yes,59,63,
8384,7.4,1,3,2,80,4.4,Yes,Yes,73,72,1.0
8385,6.5,1,1,0,79,4.3,No,Yes,60,73,
8386,6.5,0,2,2,82,4.3,Yes,Yes,82,88,
8387,7.7,1,1,0,72,4.5,No,Yes,72,63,1.0
8388,8.4,1,3,2,90,4.8,Yes,Yes,72,85,
8389,7.4,1,1,0,72,4.1,No,Yes,76,74,
8390,8.3,1,3,2,90,4.7,Yes,Yes,80,85,1.0
8391,6.8,1,3,2,78,4.5,Yes,Yes,76,85,
8392,6.7,2,3,0,85,4.4,Yes,Yes,84,83,1.0
8393,7.4,1,2,3,83,4.7,Yes,Yes,59,81,1.0
8394,7.3,0,2,1,70,3.7,Yes,Yes,55,74,1.0
8395,7.8,1,2,2,90,4.5,Yes,Yes,80,64,1.0
8396,8.3,2,3,2,90,4.8,Yes,Yes,76,86,1.0
8397,7.6,1,1,1,66,4.3,No,No,56,71,
8398,6.5,1,2,0,76,4.5,Yes,Yes,75,82,
8399,8.4,1,0,0,75,4.7,Yes,Yes,76,76,1.0
8400,8.2,2,3,2,90,4.8,Yes,Yes,80,88,1.0
8401,8.2,1,3,0,82,4.7,Yes,Yes,78,85,1.0
8402,8.2,0,3,2,83,4.7,Yes,Yes,72,86,
8403,7.0,1,2,0,77,4.1,No,Yes,66,73,
8404,8.0,2,3,2,90,4.8,Yes,Yes,84,84,1.0
8405,7.5,1,2,1,77,4.7,Yes,Yes,86,88,1.0
8406,8.0,2,1,2,80,4.6,Yes,No,77,61,1.0
8407,8.5,2,3,2,82,4.4,Yes,Yes,76,65,1.0
8408,8.2,1,3,2,88,4.8,Yes,Yes,85,80,1.0
8409,8.2,1,3,2,81,4.8,Yes,Yes,75,83,1.0
8410,8.2,0,3,2,90,4.2,Yes,No,80,84,
8411,8.3,2,3,2,90,4.3,Yes,Yes,82,80,1.0
8412,7.7,1,3,2,76,4.4,Yes,Yes,61,83,
8413,7.5,2,3,1,73,4.3,Yes,Yes,78,86,
8414,7.4,1,1,0,72,3.6,No,No,55,71,
8415,7.9,1,3,0,85,4.8,Yes,Yes,78,87,1.0
8416,7.7,2,3,2,90,4.8,Yes,No,78,81,1.0
8417,7.4,2,1,0,80,4.0,Yes,Yes,69,67,
8418,7.6,1,3,0,78,3.9,Yes,Yes,72,85,
8419,7.8,1,1,1,83,3.7,No,Yes,64,71,
8420,7.0,0,3,0,75,3.9,No,No,56,70,1.0
8421,8.0,1,3,1,90,4.4,No,Yes,82,67,
8422,8.3,2,3,2,90,4.8,Yes,Yes,78,85,1.0
8423,8.3,0,1,0,90,4.1,No,No,63,66,
8424,7.4,1,1,0,88,4.0,No,Yes,56,66,
8425,8.3,1,2,0,78,4.6,Yes,Yes,75,82,1.0
8426,7.3,1,2,1,73,4.0,No,No,56,75,
8427,7.9,0,3,2,80,4.2,Yes,Yes,79,85,1.0
8428,8.7,2,3,2,90,4.8,Yes,Yes,74,81,1.0
8429,6.9,1,1,1,64,4.6,No,No,55,61,
8430,7.6,0,1,1,60,3.2,No,No,56,63,
8431,6.5,0,1,1,66,4.6,No,No,62,66,
8432,7.5,1,1,0,88,4.6,No,No,55,60,
8433,7.0,1,1,1,73,4.6,No,No,56,62,
8434,7.5,0,1,0,89,4.5,No,No,71,62,
8435,7.9,0,1,0,80,4.8,No,Yes,83,69,
8436,7.4,1,3,0,70,3.8,No,No,78,86,
8437,6.5,1,2,1,84,3.8,No,Yes,81,62,
8438,7.5,1,3,1,84,4.6,No,No,81,62,
8439,6.8,1,1,0,69,3.9,No,No,62,60,
8440,7.6,1,2,0,70,4.2,No,No,56,74,
8441,8.5,2,3,2,90,4.8,Yes,Yes,70,86,1.0
8442,6.5,1,1,0,68,4.0,No,Yes,55,69,
8443,7.4,2,2,0,65,3.9,No,No,55,67,
8444,6.6,1,3,3,65,4.2,Yes,Yes,55,86,1.0
8445,6.5,1,2,0,78,4.5,No,No,64,69,
8446,8.1,1,3,2,80,4.5,Yes,No,83,84,1.0
8447,6.6,2,1,0,74,4.3,No,Yes,56,73,
8448,8.0,2,3,2,90,4.7,Yes,Yes,76,84,
8449,6.6,1,1,0,69,3.9,No,Yes,65,66,
