date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
06/09/2017,GoFro,consumer internet,Online travel booking platform,new delhi,private equity,"1,00,00,000",10000000.0,private_equity
06/09/2017,OncoStem,healthcare,Medical Diagnostic Solutions,bangalore,private equity,"60,00,000",6000000.0,private_equity
06/09/2017,Power2SME,ecommerce,Buying Club for Small Businesses,gurgaon,private equity,"2,60,00,000",26000000.0,private_equity
07/09/2017,Credit Vidya,consumer internet,Online Credit scoring platform,mumbai,private equity,"50,00,000",5000000.0,private_equity
07/09/2017,OYO Rooms,consumer internet,Branded budget hotels marketplace,gurgaon,private equity,"25,00,00,000",250000000.0,private_equity
07/09/2017,Early Salary,consumer internet,Online Unsecured Lending platform,pune,debt funding,"7,80,000",780000.0,debt
07/09/2017,Seniority,ecommerce,Ecommerce portal for senior citizens,pune,private equity,"10,00,000",1000000.0,private_equity
08/09/2017,AYE Finance,consumer internet,Micro Lending Platform,new delhi,debt funding,"69,00,000",6900000.0,debt
11/09/2017,Ecom Express,logistics,Logistics Solutions provider,new delhi,private equity,"3,00,00,000",30000000.0,private_equity
11/09/2017,Call Health,consumer internet,Healthcare Services Aggregator,hyderabad,private equity,"62,00,000",6200000.0,private_equity
12/09/2017,3HCare,consumer internet,Healthcare services portal,new delhi,seed funding,"1,00,000",100000.0,seed
12/09/2017,Tonbo Imaging,technology,Imaging Technology for Armed Forces,bangalore,private equity,"1,70,00,000",17000000.0,private_equity
12/09/2017,Get My Parking,consumer internet,Smart Parking Enabler,new delhi,private equity,"30,00,000",3000000.0,private_equity
13/09/2017,Glowroad,consumer internet,women focussed customer-to-customer reseller network,bangalore,private equity,"20,00,000",2000000.0,private_equity
13/09/2017,OYO Rooms,consumer internet,udget hotel marketplace,gurgaon,private equity,"1,00,00,000",10000000.0,private_equity
13/09/2017,Unacademy,consumer internet,Online learning platform,mumbai,private equity,"1,15,00,000",11500000.0,private_equity
13/09/2017,Heterogenous,technology,Telecom & IoT platform,chennai,seed funding,"7,80,000",780000.0,seed
14/09/2017,Smaaash,technology,Virtual Reality gaming and entertainment platform,mumbai,private equity,"4,40,00,000",44000000.0,private_equity
14/09/2017,WheelStreet,consumer portal,Bike Rental Platform,bangalore,seed funding,"1,20,000",120000.0,seed
18/09/2017,The Moms Co,ecommerce,Pregnancy & Baby Care product etailer,gurgaon,private equity,"10,00,000",1000000.0,private_equity
19/09/2017,High Radius,technology,Integrated receivables software solutions,hyderabad,private equity,"5,00,00,000",50000000.0,private_equity
21/09/2017,SaveBC,finance,financial services firm,gaya,private equity,"60,00,000",6000000.0,private_equity
21/09/2017,Homergize,ecommerce,Home Furnishing & Building material marketplace,bangalore,private equity,"10,00,000",1000000.0,private_equity
22/09/2017,Yatra.com,ecommerce,Online Travel Agency,gurgaon,debt funding,"1,54,00,000",15400000.0,debt
25/09/2017,Synup,technology,SME Marketing Management Solution,bangalore,private equity,"60,00,000",6000000.0,private_equity
25/09/2017,Rapido,consumer internet,Bike Aggregator Mobile App,bangalore,seed funding,"4,22,000",422000.0,seed
25/09/2017,Sportobuddy,consumer internet,Sports & Sport related equipment portal,mumbai,seed funding,"1,50,000",150000.0,seed
27/09/2017,Transerve,technology,Geospatial Technology-based SaaS solutions,mumbai,private equity,"16,00,000",1600000.0,private_equity
27/09/2017,Pitstop,consumer internet,Car repair and Servicing Platform,bangalore,private equity,"10,00,000",1000000.0,private_equity
27/09/2017,MyUpchar,consumer internet,Local Language Health Information portal,new delhi,seed funding,"3,00,000",300000.0,seed
28/09/2017,Aadyah,technology,Defense Tech & Aerospace startup,bangalore,private equity,"10,00,000",1000000.0,private_equity
01/08/2017,TouchKin,technology,Predictive Care Platform,bangalore,private equity,"13,00,000",1300000.0,private_equity
02/08/2017,Zepo,consumer internet,DIY Ecommerce platform,mumbai,seed funding,"5,00,000",500000.0,seed
02/08/2017,Click2Clinic,consumer internet,healthcare service aggregator,hyderabad,seed funding,"8,50,000",850000.0,seed
03/08/2017,SpeedBox,logistics,On-Demand Logistics Service provider,mumbai,seed funding,"3,00,000",300000.0,seed
08/08/2017,New Castle Technologies,technology,Hospital Management Software,chennai,seed funding,"2,43,000",243000.0,seed
08/08/2017,My Forex Eye,consumer internet,foreign exchange services,new delhi,seed funding,"2,20,000",220000.0,seed
09/08/2017,TruxApp,logistics,Mobile based Logistics Service,new delhi,seed funding,"31,00,000",3100000.0,seed
09/08/2017,CroFarm,technology,Agriculture Supply Chain solutions,gurgaon,seed funding,"7,83,000",783000.0,seed
11/08/2017,Flipkart,ecommerce,Online Marketplace,bangalore,private equity,"2,50,00,00,000",2500000000.0,private_equity
11/08/2017,Ola Cabs,consumer internet,App based cab aggregation Service,gurgaon,private equity,"3,60,00,000",36000000.0,private_equity
14/08/2017,Digilend,technology,Personal Loans & EMI solutions platform,mumbai,seed funding,"3,12,000",312000.0,seed
15/08/2017,KNAB Finance,consumer internet,Unsecured Small Business Loans,bangalore,seed funding,"3,85,000",385000.0,seed
20/08/2017,Rootefy,ecommerce,Building material online store,new delhi,seed funding,"1,87,000",187000.0,seed
21/08/2017,Uniphore,technology,speech recognition startup,chennai,private equity,"68,00,000",6800000.0,private_equity
21/08/2017,Cerebroz,consumer internet,E-Tech platform,vadodara,seed funding,"7,34,000",734000.0,seed
23/08/2017,Dhruva,technology,Cloud data protection and management solutions,pune,private equity,"8,00,00,000",80000000.0,private_equity
23/08/2017,Bombay Shaving Company,ecommerce,Men Grooming product etailer,new delhi,private equity,"23,00,000",2300000.0,private_equity
23/08/2017,Indiez,technology,Software & Mobile app development platform,bangalore,seed funding,"5,00,000",500000.0,seed
24/08/2017,Ezetap,technology,mPOS solutions provider,bangalore,private equity,"1,60,00,000",16000000.0,private_equity
25/08/2017,Ink Monk,consumer internet,Online printing marketplace,chennai,seed funding,"7,50,000",750000.0,seed
25/08/2017,Medinfi,consumer internet,Online Doctor Discovery Platform,bangalore,seed funding,"1,25,000",125000.0,seed
28/08/2017,Mobikon,technology,Restaurant & Hotel CRM platform,pune,private equity,"70,00,000",7000000.0,private_equity
29/08/2017,CureFit,consumer internet,End to End health and wellness platform.,bangalore,private equity,"2,50,00,000",25000000.0,private_equity
29/08/2017,Doxper,technology,Healthtech IoT platform,mumbai,seed funding,"7,50,000",750000.0,seed
30/08/2017,Treebo,consumer internet,Budget Hotel Aggregator platform,bangalore,private equity,"3,40,00,000",34000000.0,private_equity
30/08/2017,MedGenome,technology,Genomics Research and Diagnostics Solutions,bangalore,private equity,"3,00,00,000",30000000.0,private_equity
01/07/2017,Billion Loans,consumer internet,Peer to Peer Lending platform,bangalore,seed funding,"10,00,000",1000000.0,seed
03/07/2017,Ecolibriumenergy,technology,Energy management solutions provider,ahmedabad,private equity,"26,00,000",2600000.0,private_equity
04/07/2017,Droom,ecommerce,Online marketplace for automobiles,gurgaon,private equity,"2,00,00,000",20000000.0,private_equity
05/07/2017,Jumbotail,ecommerce,online marketplace for food and grocery,bangalore,private equity,"85,00,000",8500000.0,private_equity
05/07/2017,Moglix,ecommerce,B2B marketplace for Industrial products,noida,private equity,"1,20,00,000",12000000.0,private_equity
05/07/2017,Timesaverz,consumer internet,Hyperlocal home services provider,mumbai,private equity,"10,00,000",1000000.0,private_equity
07/07/2017,Clip App,consumer internet,Digital Media Video platform,bangalore,seed funding,"10,00,000",1000000.0,seed
10/07/2017,Autorox.co,technology,Workshop Management Software Platform,hyderabad,private equity,"30,00,000",3000000.0,private_equity
11/07/2017,Fabogo,consumer internet,Salon & Spa Aggregation & Discovery platform,pune,private equity,"22,50,000",2250000.0,private_equity
11/07/2017,Flickstree,consumer internet,Video Content Discovery Platform,mumbai,seed funding,"4,64,000",464000.0,seed
12/07/2017,Innoviti,technology,Digital payments solutions,bangalore,private equity,"1,85,00,000",18500000.0,private_equity
14/07/2017,QwikSpec,technology,Construction site operations and analytics platform,bangalore,seed funding,"5,40,000",540000.0,seed
14/07/2017,Chumbak,ecommerce,Designer consumer products Marketplace,bangalore,private equity,"17,00,000",1700000.0,private_equity
17/07/2017,Increff,technology,Sales Solutions for Fashion Brands,bangalore,seed funding,"20,00,000",2000000.0,seed
17/07/2017,Vayana,technology,Enterprise Banking Solutions,pune,private equity,"40,00,000",4000000.0,private_equity
19/07/2017,Rentomojo,consumer internet,Consumer Leasing Platform,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
19/07/2017,Playablo,technology,Gamified Learning App,bangalore,seed funding,"6,00,000",600000.0,seed
20/07/2017,Trupay,technology,Online payments platform,gurgaon,seed funding,"7,00,000",700000.0,seed
21/07/2017,Brick2Wall,ecommerce,Online Marketplace for Construction Material,gurgaon,seed funding,"2,00,000",200000.0,seed
25/07/2017,Noticeboard,consumer internet,Mobile-first Enterprise communication platform,bangalore,private equity,"12,00,000",1200000.0,private_equity
25/07/2017,Byju\\xe2\\x80\\x99s,consumer internet,Mobile Learning App,bangalore,private equity,"3,50,00,000",35000000.0,private_equity
26/07/2017,Fab Hotels,consumer internet,Budget hotels brand & Aggregator Platform,new delhi,private equity,"2,50,00,000",25000000.0,private_equity
26/07/2017,ThinkerBell,consumer internet,Assisted Learning Startup,bangalore,seed funding,"2,00,000",200000.0,seed
27/07/2017,1mg,ecommerce,Online Pharmacy,gurgaon,private equity,"1,50,00,000",15000000.0,private_equity
28/07/2017,BigStylist,consumer internet,Beauty Services Marketplace,mumbai,private equity,"12,50,000",1250000.0,private_equity
02/06/2017,RentOnGo,ecommerce,"Online Marketplace for Renting Bikes, Electronics & Appliances",bangalore,seed funding,"2,34,000",234000.0,seed
05/06/2017,Goomo,consumer internet,Online Travel & Holiday Booking platform,mumbai,private equity,"5,00,00,000",50000000.0,private_equity
06/06/2017,Spinny,ecommerce,Online Used Car marketplace,gurgaon,private equity,"10,00,000",1000000.0,private_equity
06/06/2017,BHIVE Workspace,consumer internet,co-working spaces,bangalore,private equity,"12,00,000",1200000.0,private_equity
06/06/2017,wayForward,consumer internet,Mobile app for Mental Health,new delhi,seed funding,"10,00,000",1000000.0,seed
07/06/2017,ZipLoan,consumer internet,Online lending platform,new delhi,seed funding,"6,50,000",650000.0,seed
07/06/2017,GrowFitter,consumer internet,health and fitness discovery platform,mumbai,seed funding,"6,00,000",600000.0,seed
08/06/2017,Stratfit,consumer internet,Health coaching programs,hyderabad,seed funding,"2,32,000",232000.0,seed
08/06/2017,Multiplier Solutions,technology,CRM Software for Healthcare space,hyderabad,private equity,"15,00,000",1500000.0,private_equity
08/06/2017,ABI Health,technology,Unified Digital Health Platform,bangalore,private equity,"15,00,000",1500000.0,private_equity
08/06/2017,Stockal,consumer internet,App-based Investment advisory Services,bangalore,seed funding,"3,50,000",350000.0,seed
09/06/2017,Guidoo,consumer internet,Travel & adventure planning platform,mumbai,seed funding,"3,00,000",300000.0,seed
09/06/2017,eSahai.in,consumer internet,ambulance aggregator and medical taxi provider,hyderabad,seed funding,"2,50,000",250000.0,seed
12/06/2017,LendingKart,consumer internet,Online Lending platform,ahmedabad,debt funding,"78,00,000",7800000.0,debt
12/06/2017,Boxx.ai,technology,Artificial Intelligence,bangalore,private equity,"5,00,000",500000.0,private_equity
12/06/2017,PeeSafe.in,healthcare,Hygiene care product manufacturer,new delhi,private equity,"10,00,000",1000000.0,private_equity
12/06/2017,Vista Rooms,consumer internet,Online rooms aggregation platform,mumbai,seed funding,"7,76,000",776000.0,seed
12/06/2017,CoverFox,consumer internet,Online insurance brokerage platform,mumbai,private equity,"1,50,00,000",15000000.0,private_equity
13/06/2017,Goodera,technology,CSR and sustainability management platform,bangalore,private equity,"55,00,000",5500000.0,private_equity
14/06/2017,Ola,consumer internet,Cab Aggregation App,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
14/06/2017,MrNeeds,consumer internet,Micro Food Delivery platform,noida,seed funding,"5,00,000",500000.0,seed
15/06/2017,MoneyTap,consumer internet,Money Lending platform,bangalore,private equity,"1,23,00,000",12300000.0,private_equity
16/06/2017,Goodbox,ecommerce,Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs,bangalore,private equity,"10,00,000",1000000.0,private_equity
16/06/2017,Fincash,consumer internet,Personal Finance platform,mumbai,seed funding,"1,00,000",100000.0,seed
16/06/2017,PortDesk,technology,Maritime Solutions,noida,seed funding,"20,00,000",2000000.0,seed
19/06/2017,Unbxd,technology,Cloud-based product discovery platform,bangalore,private equity,"1,25,00,000",12500000.0,private_equity
19/06/2017,DarwinBox,technology,Enterprise human resources management platform,hyderabad,private equity,"40,00,000",4000000.0,private_equity
20/06/2017,ForeverShop,consumer internet,Mobile based ecommerce platform,bangalore,seed funding,"3,00,000",300000.0,seed
20/06/2017,Insider.in,consumer internet,Events Ticketing platform,mumbai,private equity,"52,00,000",5200000.0,private_equity
21/06/2017,Fynd,ecommerce,Fashion etailer,mumbai,private equity,"24,00,000",2400000.0,private_equity
21/06/2017,Grow Fit,consumer internet,Health-Tech platform,bangalore,private equity,"45,00,000",4500000.0,private_equity
21/06/2017,Fabulyst,technology,Artificial Intelligence based platform,hyderabad,seed funding,"2,15,000",215000.0,seed
21/06/2017,mSwipe,technology,Point-of-Sale services,mumbai,private equity,"3,10,00,000",31000000.0,private_equity
22/06/2017,Julia Computing,technology,Open Source Language for Data Science and Machine Learning,bangalore,private equity,"46,00,000",4600000.0,private_equity
22/06/2017,Kissht,consumer internet,Consumer Lending platform,mumbai,private equity,"20,00,000",2000000.0,private_equity
22/06/2017,Explore Life traveling,consumer internet,Local homes booking platform,bangalore,seed funding,"5,00,000",500000.0,seed
23/06/2017,Loantap,consumer internet,Lending platform for salaried professionals,mumbai,private equity,"40,00,000",4000000.0,private_equity
23/06/2017,Voxweb,consumer internet,Mobile based social networking platform,mumbai,seed funding,"10,00,000",1000000.0,seed
26/06/2017,HUG Innovations,technology,Gesture based\\xc2\\xa0 Smartwatch manufacturer,hyderabad,private equity,"50,00,000",5000000.0,private_equity
26/06/2017,Flipkart,ecommerce,Online marketplace,bangalore,private equity,"7,10,00,000",71000000.0,private_equity
26/06/2017,V Resorts,consumer internet,Holiday & Vacation resort aggregator,noida,private equity,"40,00,000",4000000.0,private_equity
27/06/2017,Stashfin,consumer internet,Personal Finance App,new delhi,private equity,"50,00,000",5000000.0,private_equity
27/06/2017,Spares Hub,ecommerce,Automobile parts marketplace,pune,seed funding,"3,11,000",311000.0,seed
28/06/2017,Rubique,consumer internet,Online Marketplace for financial products,mumbai,private equity,"30,00,000",3000000.0,private_equity
28/06/2017,Niki.ai,consumer internet,AI Based Personal Assistant,bangalore,private equity,"20,00,000",2000000.0,private_equity
29/06/2017,Fitpass,consumer internet,Online Fitness Marketplace,new delhi,private equity,"10,00,000",1000000.0,private_equity
30/06/2017,Tagos Design,technology,in-video discovery platform,bangalore,private equity,"50,00,000",5000000.0,private_equity
30/06/2017,UrbanClap,consumer internet,Mobile Services Marketplace,gurgaon,private equity,"2,10,00,000",21000000.0,private_equity
01/05/2017,Ace2three,consumer internet,Online Rummy playing Website,hyderabad,private equity,"7,37,00,000",73700000.0,private_equity
01/05/2017,Power2SME,ecommerce,Buying portal for SMEs,gurgaon,private equity,"1,00,00,000",10000000.0,private_equity
02/05/2017,Innovapptive,technology,Enterprise Mobility Solutions,hyderabad,seed funding,"15,00,000",1500000.0,seed
02/05/2017,4tigo,logistics,Truck Network company,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
02/05/2017,ZippServe,consumer internet,Real estate risk assessment platform,bangalore,seed funding,"3,90,000",390000.0,seed
03/05/2017,Ola,consumer internet,Cab Aggregation App,bangalore,private equity,"10,45,00,000",104500000.0,private_equity
03/05/2017,Sumeru,technology,Software & Mobile development services,bangalore,seed funding,"10,00,000",1000000.0,seed
05/05/2017,Balance App,consumer internet,Money Savings & Management App,bangalore,seed funding,"2,33,000",233000.0,seed
